login_bin,value_count
1970-01-02 16:12:16,5
1970-01-02 16:27:16,3
1970-01-02 16:42:16,5
1970-01-02 16:57:16,4
1970-01-02 17:12:16,8
1970-01-02 17:27:16,2
1970-01-02 17:42:16,3
1970-01-02 17:57:16,1
1970-01-02 18:12:16,1
1970-01-02 18:27:16,5
1970-01-02 18:42:16,3
1970-01-02 18:57:16,9
1970-01-02 19:12:16,4
1970-01-02 19:27:16,6
1970-01-02 19:42:16,6
1970-01-02 19:57:16,6
1970-01-02 20:12:16,7
1970-01-02 20:27:16,15
1970-01-02 20:42:16,12
1970-01-02 20:57:16,7
1970-01-02 21:12:16,9
1970-01-02 21:27:16,10
1970-01-02 21:42:16,12
1970-01-02 21:57:16,19
1970-01-02 22:12:16,15
1970-01-02 22:27:16,22
1970-01-02 22:42:16,19
1970-01-02 22:57:16,10
1970-01-02 23:12:16,14
1970-01-02 23:27:16,7
1970-01-02 23:42:16,19
1970-01-02 23:57:16,7
1970-01-03 00:12:16,10
1970-01-03 00:27:16,4
1970-01-03 00:42:16,18
1970-01-03 00:57:16,12
1970-01-03 01:12:16,13
1970-01-03 01:27:16,19
1970-01-03 01:42:16,8
1970-01-03 01:57:16,23
1970-01-03 02:12:16,18
1970-01-03 02:27:16,19
1970-01-03 02:42:16,12
1970-01-03 02:57:16,20
1970-01-03 03:12:16,24
1970-01-03 03:27:16,15
1970-01-03 03:42:16,10
1970-01-03 03:57:16,20
1970-01-03 04:12:16,17
1970-01-03 04:27:16,19
1970-01-03 04:42:16,15
1970-01-03 04:57:16,11
1970-01-03 05:12:16,9
1970-01-03 05:27:16,10
1970-01-03 05:42:16,9
1970-01-03 05:57:16,5
1970-01-03 06:12:16,3
1970-01-03 06:27:16,3
1970-01-03 06:42:16,3
1970-01-03 06:57:16,1
1970-01-03 07:12:16,1
1970-01-03 07:27:16,2
1970-01-03 07:42:16,3
1970-01-03 07:57:16,3
1970-01-03 08:12:16,2
1970-01-03 08:27:16,3
1970-01-03 08:42:16,0
1970-01-03 08:57:16,2
1970-01-03 09:12:16,3
1970-01-03 09:27:16,3
1970-01-03 09:42:16,2
1970-01-03 09:57:16,1
1970-01-03 10:12:16,0
1970-01-03 10:27:16,3
1970-01-03 10:42:16,4
1970-01-03 10:57:16,1
1970-01-03 11:12:16,1
1970-01-03 11:27:16,6
1970-01-03 11:42:16,4
1970-01-03 11:57:16,8
1970-01-03 12:12:16,6
1970-01-03 12:27:16,4
1970-01-03 12:42:16,7
1970-01-03 12:57:16,9
1970-01-03 13:12:16,4
1970-01-03 13:27:16,2
1970-01-03 13:42:16,7
1970-01-03 13:57:16,7
1970-01-03 14:12:16,8
1970-01-03 14:27:16,8
1970-01-03 14:42:16,12
1970-01-03 14:57:16,8
1970-01-03 15:12:16,7
1970-01-03 15:27:16,10
1970-01-03 15:42:16,7
1970-01-03 15:57:16,8
1970-01-03 16:12:16,6
1970-01-03 16:27:16,7
1970-01-03 16:42:16,3
1970-01-03 16:57:16,4
1970-01-03 17:12:16,6
1970-01-03 17:27:16,6
1970-01-03 17:42:16,4
1970-01-03 17:57:16,7
1970-01-03 18:12:16,7
1970-01-03 18:27:16,2
1970-01-03 18:42:16,7
1970-01-03 18:57:16,8
1970-01-03 19:12:16,8
1970-01-03 19:27:16,7
1970-01-03 19:42:16,12
1970-01-03 19:57:16,7
1970-01-03 20:12:16,6
1970-01-03 20:27:16,3
1970-01-03 20:42:16,8
1970-01-03 20:57:16,11
1970-01-03 21:12:16,7
1970-01-03 21:27:16,5
1970-01-03 21:42:16,10
1970-01-03 21:57:16,11
1970-01-03 22:12:16,14
1970-01-03 22:27:16,19
1970-01-03 22:42:16,16
1970-01-03 22:57:16,13
1970-01-03 23:12:16,21
1970-01-03 23:27:16,11
1970-01-03 23:42:16,12
1970-01-03 23:57:16,14
1970-01-04 00:12:16,12
1970-01-04 00:27:16,15
1970-01-04 00:42:16,15
1970-01-04 00:57:16,6
1970-01-04 01:12:16,15
1970-01-04 01:27:16,25
1970-01-04 01:42:16,23
1970-01-04 01:57:16,24
1970-01-04 02:12:16,28
1970-01-04 02:27:16,33
1970-01-04 02:42:16,18
1970-01-04 02:57:16,28
1970-01-04 03:12:16,21
1970-01-04 03:27:16,22
1970-01-04 03:42:16,13
1970-01-04 03:57:16,17
1970-01-04 04:12:16,13
1970-01-04 04:27:16,17
1970-01-04 04:42:16,24
1970-01-04 04:57:16,24
1970-01-04 05:12:16,8
1970-01-04 05:27:16,13
1970-01-04 05:42:16,6
1970-01-04 05:57:16,9
1970-01-04 06:12:16,7
1970-01-04 06:27:16,8
1970-01-04 06:42:16,5
1970-01-04 06:57:16,7
1970-01-04 07:12:16,1
1970-01-04 07:27:16,1
1970-01-04 07:42:16,1
1970-01-04 07:57:16,2
1970-01-04 08:12:16,2
1970-01-04 08:27:16,1
1970-01-04 08:42:16,2
1970-01-04 08:57:16,1
1970-01-04 09:12:16,2
1970-01-04 09:27:16,4
1970-01-04 09:42:16,1
1970-01-04 09:57:16,5
1970-01-04 10:12:16,3
1970-01-04 10:27:16,3
1970-01-04 10:42:16,0
1970-01-04 10:57:16,5
1970-01-04 11:12:16,6
1970-01-04 11:27:16,3
1970-01-04 11:42:16,4
1970-01-04 11:57:16,4
1970-01-04 12:12:16,4
1970-01-04 12:27:16,3
1970-01-04 12:42:16,6
1970-01-04 12:57:16,2
1970-01-04 13:12:16,3
1970-01-04 13:27:16,7
1970-01-04 13:42:16,4
1970-01-04 13:57:16,4
1970-01-04 14:12:16,6
1970-01-04 14:27:16,6
1970-01-04 14:42:16,6
1970-01-04 14:57:16,5
1970-01-04 15:12:16,9
1970-01-04 15:27:16,11
1970-01-04 15:42:16,5
1970-01-04 15:57:16,5
1970-01-04 16:12:16,10
1970-01-04 16:27:16,7
1970-01-04 16:42:16,12
1970-01-04 16:57:16,4
1970-01-04 17:12:16,3
1970-01-04 17:27:16,9
1970-01-04 17:42:16,6
1970-01-04 17:57:16,2
1970-01-04 18:12:16,3
1970-01-04 18:27:16,1
1970-01-04 18:42:16,7
1970-01-04 18:57:16,8
1970-01-04 19:12:16,3
1970-01-04 19:27:16,4
1970-01-04 19:42:16,10
1970-01-04 19:57:16,14
1970-01-04 20:12:16,4
1970-01-04 20:27:16,3
1970-01-04 20:42:16,7
1970-01-04 20:57:16,5
1970-01-04 21:12:16,4
1970-01-04 21:27:16,6
1970-01-04 21:42:16,7
1970-01-04 21:57:16,8
1970-01-04 22:12:16,4
1970-01-04 22:27:16,5
1970-01-04 22:42:16,7
1970-01-04 22:57:16,4
1970-01-04 23:12:16,6
1970-01-04 23:27:16,6
1970-01-04 23:42:16,5
1970-01-04 23:57:16,7
1970-01-05 00:12:16,3
1970-01-05 00:27:16,8
1970-01-05 00:42:16,4
1970-01-05 00:57:16,5
1970-01-05 01:12:16,8
1970-01-05 01:27:16,5
1970-01-05 01:42:16,6
1970-01-05 01:57:16,4
1970-01-05 02:12:16,3
1970-01-05 02:27:16,1
1970-01-05 02:42:16,3
1970-01-05 02:57:16,3
1970-01-05 03:12:16,2
1970-01-05 03:27:16,3
1970-01-05 03:42:16,6
1970-01-05 03:57:16,3
1970-01-05 04:12:16,2
1970-01-05 04:27:16,1
1970-01-05 04:42:16,4
1970-01-05 04:57:16,9
1970-01-05 05:12:16,4
1970-01-05 05:27:16,2
1970-01-05 05:42:16,1
1970-01-05 05:57:16,2
1970-01-05 06:12:16,1
1970-01-05 06:27:16,0
1970-01-05 06:42:16,2
1970-01-05 06:57:16,0
1970-01-05 07:12:16,0
1970-01-05 07:27:16,1
1970-01-05 07:42:16,2
1970-01-05 07:57:16,0
1970-01-05 08:12:16,1
1970-01-05 08:27:16,3
1970-01-05 08:42:16,5
1970-01-05 08:57:16,2
1970-01-05 09:12:16,2
1970-01-05 09:27:16,3
1970-01-05 09:42:16,3
1970-01-05 09:57:16,3
1970-01-05 10:12:16,5
1970-01-05 10:27:16,3
1970-01-05 10:42:16,6
1970-01-05 10:57:16,9
1970-01-05 11:12:16,16
1970-01-05 11:27:16,21
1970-01-05 11:42:16,17
1970-01-05 11:57:16,12
1970-01-05 12:12:16,15
1970-01-05 12:27:16,9
1970-01-05 12:42:16,11
1970-01-05 12:57:16,6
1970-01-05 13:12:16,3
1970-01-05 13:27:16,14
1970-01-05 13:42:16,4
1970-01-05 13:57:16,4
1970-01-05 14:12:16,5
1970-01-05 14:27:16,7
1970-01-05 14:42:16,1
1970-01-05 14:57:16,4
1970-01-05 15:12:16,5
1970-01-05 15:27:16,6
1970-01-05 15:42:16,8
1970-01-05 15:57:16,4
1970-01-05 16:12:16,2
1970-01-05 16:27:16,3
1970-01-05 16:42:16,9
1970-01-05 16:57:16,3
1970-01-05 17:12:16,3
1970-01-05 17:27:16,3
1970-01-05 17:42:16,5
1970-01-05 17:57:16,1
1970-01-05 18:12:16,4
1970-01-05 18:27:16,3
1970-01-05 18:42:16,6
1970-01-05 18:57:16,6
1970-01-05 19:12:16,5
1970-01-05 19:27:16,1
1970-01-05 19:42:16,1
1970-01-05 19:57:16,5
1970-01-05 20:12:16,1
1970-01-05 20:27:16,2
1970-01-05 20:42:16,3
1970-01-05 20:57:16,6
1970-01-05 21:12:16,5
1970-01-05 21:27:16,5
1970-01-05 21:42:16,5
1970-01-05 21:57:16,4
1970-01-05 22:12:16,7
1970-01-05 22:27:16,5
1970-01-05 22:42:16,7
1970-01-05 22:57:16,10
1970-01-05 23:12:16,5
1970-01-05 23:27:16,8
1970-01-05 23:42:16,5
1970-01-05 23:57:16,6
1970-01-06 00:12:16,3
1970-01-06 00:27:16,8
1970-01-06 00:42:16,6
1970-01-06 00:57:16,8
1970-01-06 01:12:16,7
1970-01-06 01:27:16,5
1970-01-06 01:42:16,3
1970-01-06 01:57:16,4
1970-01-06 02:12:16,6
1970-01-06 02:27:16,4
1970-01-06 02:42:16,4
1970-01-06 02:57:16,2
1970-01-06 03:12:16,4
1970-01-06 03:27:16,1
1970-01-06 03:42:16,3
1970-01-06 03:57:16,4
1970-01-06 04:12:16,1
1970-01-06 04:27:16,3
1970-01-06 04:42:16,2
1970-01-06 04:57:16,1
1970-01-06 05:12:16,0
1970-01-06 05:27:16,1
1970-01-06 05:42:16,2
1970-01-06 05:57:16,2
1970-01-06 06:12:16,1
1970-01-06 06:27:16,1
1970-01-06 06:42:16,0
1970-01-06 06:57:16,1
1970-01-06 07:12:16,2
1970-01-06 07:27:16,0
1970-01-06 07:42:16,0
1970-01-06 07:57:16,2
1970-01-06 08:12:16,1
1970-01-06 08:27:16,3
1970-01-06 08:42:16,2
1970-01-06 08:57:16,3
1970-01-06 09:12:16,4
1970-01-06 09:27:16,2
1970-01-06 09:42:16,5
1970-01-06 09:57:16,3
1970-01-06 10:12:16,4
1970-01-06 10:27:16,8
1970-01-06 10:42:16,13
1970-01-06 10:57:16,11
1970-01-06 11:12:16,11
1970-01-06 11:27:16,15
1970-01-06 11:42:16,13
1970-01-06 11:57:16,18
1970-01-06 12:12:16,17
1970-01-06 12:27:16,8
1970-01-06 12:42:16,6
1970-01-06 12:57:16,5
1970-01-06 13:12:16,5
1970-01-06 13:27:16,6
1970-01-06 13:42:16,7
1970-01-06 13:57:16,3
1970-01-06 14:12:16,7
1970-01-06 14:27:16,6
1970-01-06 14:42:16,5
1970-01-06 14:57:16,3
1970-01-06 15:12:16,4
1970-01-06 15:27:16,4
1970-01-06 15:42:16,3
1970-01-06 15:57:16,0
1970-01-06 16:12:16,0
1970-01-06 16:27:16,7
1970-01-06 16:42:16,8
1970-01-06 16:57:16,1
1970-01-06 17:12:16,5
1970-01-06 17:27:16,2
1970-01-06 17:42:16,3
1970-01-06 17:57:16,6
1970-01-06 18:12:16,1
1970-01-06 18:27:16,7
1970-01-06 18:42:16,12
1970-01-06 18:57:16,0
1970-01-06 19:12:16,1
1970-01-06 19:27:16,2
1970-01-06 19:42:16,7
1970-01-06 19:57:16,3
1970-01-06 20:12:16,7
1970-01-06 20:27:16,8
1970-01-06 20:42:16,6
1970-01-06 20:57:16,8
1970-01-06 21:12:16,9
1970-01-06 21:27:16,10
1970-01-06 21:42:16,20
1970-01-06 21:57:16,20
1970-01-06 22:12:16,25
1970-01-06 22:27:16,10
1970-01-06 22:42:16,15
1970-01-06 22:57:16,8
1970-01-06 23:12:16,8
1970-01-06 23:27:16,6
1970-01-06 23:42:16,6
1970-01-06 23:57:16,12
1970-01-07 00:12:16,8
1970-01-07 00:27:16,7
1970-01-07 00:42:16,4
1970-01-07 00:57:16,6
1970-01-07 01:12:16,7
1970-01-07 01:27:16,7
1970-01-07 01:42:16,5
1970-01-07 01:57:16,7
1970-01-07 02:12:16,8
1970-01-07 02:27:16,9
1970-01-07 02:42:16,6
1970-01-07 02:57:16,11
1970-01-07 03:12:16,11
1970-01-07 03:27:16,2
1970-01-07 03:42:16,5
1970-01-07 03:57:16,5
1970-01-07 04:12:16,4
1970-01-07 04:27:16,3
1970-01-07 04:42:16,5
1970-01-07 04:57:16,3
1970-01-07 05:12:16,2
1970-01-07 05:27:16,3
1970-01-07 05:42:16,2
1970-01-07 05:57:16,2
1970-01-07 06:12:16,1
1970-01-07 06:27:16,2
1970-01-07 06:42:16,1
1970-01-07 06:57:16,2
1970-01-07 07:12:16,2
1970-01-07 07:27:16,2
1970-01-07 07:42:16,0
1970-01-07 07:57:16,3
1970-01-07 08:12:16,1
1970-01-07 08:27:16,2
1970-01-07 08:42:16,1
1970-01-07 08:57:16,2
1970-01-07 09:12:16,2
1970-01-07 09:27:16,2
1970-01-07 09:42:16,5
1970-01-07 09:57:16,7
1970-01-07 10:12:16,4
1970-01-07 10:27:16,15
1970-01-07 10:42:16,5
1970-01-07 10:57:16,13
1970-01-07 11:12:16,14
1970-01-07 11:27:16,8
1970-01-07 11:42:16,13
1970-01-07 11:57:16,17
1970-01-07 12:12:16,20
1970-01-07 12:27:16,15
1970-01-07 12:42:16,16
1970-01-07 12:57:16,11
1970-01-07 13:12:16,10
1970-01-07 13:27:16,9
1970-01-07 13:42:16,11
1970-01-07 13:57:16,6
1970-01-07 14:12:16,5
1970-01-07 14:27:16,5
1970-01-07 14:42:16,7
1970-01-07 14:57:16,5
1970-01-07 15:12:16,7
1970-01-07 15:27:16,3
1970-01-07 15:42:16,8
1970-01-07 15:57:16,6
1970-01-07 16:12:16,4
1970-01-07 16:27:16,4
1970-01-07 16:42:16,5
1970-01-07 16:57:16,3
1970-01-07 17:12:16,3
1970-01-07 17:27:16,2
1970-01-07 17:42:16,5
1970-01-07 17:57:16,4
1970-01-07 18:12:16,6
1970-01-07 18:27:16,5
1970-01-07 18:42:16,3
1970-01-07 18:57:16,7
1970-01-07 19:12:16,5
1970-01-07 19:27:16,4
1970-01-07 19:42:16,2
1970-01-07 19:57:16,5
1970-01-07 20:12:16,5
1970-01-07 20:27:16,10
1970-01-07 20:42:16,8
1970-01-07 20:57:16,13
1970-01-07 21:12:16,14
1970-01-07 21:27:16,9
1970-01-07 21:42:16,11
1970-01-07 21:57:16,14
1970-01-07 22:12:16,17
1970-01-07 22:27:16,15
1970-01-07 22:42:16,11
1970-01-07 22:57:16,15
1970-01-07 23:12:16,12
1970-01-07 23:27:16,7
1970-01-07 23:42:16,7
1970-01-07 23:57:16,12
1970-01-08 00:12:16,15
1970-01-08 00:27:16,9
1970-01-08 00:42:16,10
1970-01-08 00:57:16,8
1970-01-08 01:12:16,15
1970-01-08 01:27:16,6
1970-01-08 01:42:16,11
1970-01-08 01:57:16,14
1970-01-08 02:12:16,12
1970-01-08 02:27:16,12
1970-01-08 02:42:16,5
1970-01-08 02:57:16,7
1970-01-08 03:12:16,5
1970-01-08 03:27:16,7
1970-01-08 03:42:16,3
1970-01-08 03:57:16,10
1970-01-08 04:12:16,3
1970-01-08 04:27:16,3
1970-01-08 04:42:16,5
1970-01-08 04:57:16,0
1970-01-08 05:12:16,2
1970-01-08 05:27:16,0
1970-01-08 05:42:16,4
1970-01-08 05:57:16,0
1970-01-08 06:12:16,2
1970-01-08 06:27:16,0
1970-01-08 06:42:16,1
1970-01-08 06:57:16,0
1970-01-08 07:12:16,3
1970-01-08 07:27:16,1
1970-01-08 07:42:16,3
1970-01-08 07:57:16,3
1970-01-08 08:12:16,1
1970-01-08 08:27:16,2
1970-01-08 08:42:16,3
1970-01-08 08:57:16,1
1970-01-08 09:12:16,4
1970-01-08 09:27:16,5
1970-01-08 09:42:16,4
1970-01-08 09:57:16,6
1970-01-08 10:12:16,8
1970-01-08 10:27:16,11
1970-01-08 10:42:16,10
1970-01-08 10:57:16,11
1970-01-08 11:12:16,13
1970-01-08 11:27:16,7
1970-01-08 11:42:16,6
1970-01-08 11:57:16,12
1970-01-08 12:12:16,9
1970-01-08 12:27:16,20
1970-01-08 12:42:16,10
1970-01-08 12:57:16,8
1970-01-08 13:12:16,12
1970-01-08 13:27:16,7
1970-01-08 13:42:16,10
1970-01-08 13:57:16,4
1970-01-08 14:12:16,6
1970-01-08 14:27:16,5
1970-01-08 14:42:16,3
1970-01-08 14:57:16,0
1970-01-08 15:12:16,0
1970-01-08 15:27:16,0
1970-01-08 15:42:16,0
1970-01-08 15:57:16,0
1970-01-08 16:12:16,1
1970-01-08 16:27:16,2
1970-01-08 16:42:16,2
1970-01-08 16:57:16,0
1970-01-08 17:12:16,0
1970-01-08 17:27:16,0
1970-01-08 17:42:16,3
1970-01-08 17:57:16,4
1970-01-08 18:12:16,4
1970-01-08 18:27:16,0
1970-01-08 18:42:16,6
1970-01-08 18:57:16,4
1970-01-08 19:12:16,3
1970-01-08 19:27:16,6
1970-01-08 19:42:16,0
1970-01-08 19:57:16,5
1970-01-08 20:12:16,10
1970-01-08 20:27:16,13
1970-01-08 20:42:16,11
1970-01-08 20:57:16,5
1970-01-08 21:12:16,13
1970-01-08 21:27:16,24
1970-01-08 21:42:16,12
1970-01-08 21:57:16,15
1970-01-08 22:12:16,11
1970-01-08 22:27:16,9
1970-01-08 22:42:16,22
1970-01-08 22:57:16,21
1970-01-08 23:12:16,10
1970-01-08 23:27:16,13
1970-01-08 23:42:16,9
1970-01-08 23:57:16,22
1970-01-09 00:12:16,20
1970-01-09 00:27:16,19
1970-01-09 00:42:16,13
1970-01-09 00:57:16,13
1970-01-09 01:12:16,25
1970-01-09 01:27:16,17
1970-01-09 01:42:16,20
1970-01-09 01:57:16,11
1970-01-09 02:12:16,16
1970-01-09 02:27:16,16
1970-01-09 02:42:16,10
1970-01-09 02:57:16,15
1970-01-09 03:12:16,8
1970-01-09 03:27:16,9
1970-01-09 03:42:16,4
1970-01-09 03:57:16,7
1970-01-09 04:12:16,4
1970-01-09 04:27:16,2
1970-01-09 04:42:16,8
1970-01-09 04:57:16,5
1970-01-09 05:12:16,1
1970-01-09 05:27:16,2
1970-01-09 05:42:16,2
1970-01-09 05:57:16,1
1970-01-09 06:12:16,2
1970-01-09 06:27:16,5
1970-01-09 06:42:16,0
1970-01-09 06:57:16,1
1970-01-09 07:12:16,3
1970-01-09 07:27:16,2
1970-01-09 07:42:16,3
1970-01-09 07:57:16,2
1970-01-09 08:12:16,1
1970-01-09 08:27:16,0
1970-01-09 08:42:16,0
1970-01-09 08:57:16,1
1970-01-09 09:12:16,4
1970-01-09 09:27:16,4
1970-01-09 09:42:16,0
1970-01-09 09:57:16,4
1970-01-09 10:12:16,2
1970-01-09 10:27:16,8
1970-01-09 10:42:16,11
1970-01-09 10:57:16,6
1970-01-09 11:12:16,6
1970-01-09 11:27:16,16
1970-01-09 11:42:16,17
1970-01-09 11:57:16,10
1970-01-09 12:12:16,12
1970-01-09 12:27:16,18
1970-01-09 12:42:16,11
1970-01-09 12:57:16,6
1970-01-09 13:12:16,11
1970-01-09 13:27:16,8
1970-01-09 13:42:16,9
1970-01-09 13:57:16,7
1970-01-09 14:12:16,10
1970-01-09 14:27:16,13
1970-01-09 14:42:16,11
1970-01-09 14:57:16,14
1970-01-09 15:12:16,14
1970-01-09 15:27:16,13
1970-01-09 15:42:16,8
1970-01-09 15:57:16,12
1970-01-09 16:12:16,11
1970-01-09 16:27:16,12
1970-01-09 16:42:16,13
1970-01-09 16:57:16,7
1970-01-09 17:12:16,7
1970-01-09 17:27:16,16
1970-01-09 17:42:16,14
1970-01-09 17:57:16,9
1970-01-09 18:12:16,9
1970-01-09 18:27:16,15
1970-01-09 18:42:16,15
1970-01-09 18:57:16,7
1970-01-09 19:12:16,15
1970-01-09 19:27:16,10
1970-01-09 19:42:16,5
1970-01-09 19:57:16,8
1970-01-09 20:12:16,5
1970-01-09 20:27:16,8
1970-01-09 20:42:16,12
1970-01-09 20:57:16,8
1970-01-09 21:12:16,14
1970-01-09 21:27:16,7
1970-01-09 21:42:16,12
1970-01-09 21:57:16,9
1970-01-09 22:12:16,13
1970-01-09 22:27:16,15
1970-01-09 22:42:16,11
1970-01-09 22:57:16,7
1970-01-09 23:12:16,12
1970-01-09 23:27:16,11
1970-01-09 23:42:16,10
1970-01-09 23:57:16,14
1970-01-10 00:12:16,12
1970-01-10 00:27:16,17
1970-01-10 00:42:16,10
1970-01-10 00:57:16,20
1970-01-10 01:12:16,20
1970-01-10 01:27:16,12
1970-01-10 01:42:16,17
1970-01-10 01:57:16,33
1970-01-10 02:12:16,30
1970-01-10 02:27:16,28
1970-01-10 02:42:16,23
1970-01-10 02:57:16,22
1970-01-10 03:12:16,16
1970-01-10 03:27:16,16
1970-01-10 03:42:16,20
1970-01-10 03:57:16,10
1970-01-10 04:12:16,19
1970-01-10 04:27:16,18
1970-01-10 04:42:16,21
1970-01-10 04:57:16,17
1970-01-10 05:12:16,5
1970-01-10 05:27:16,5
1970-01-10 05:42:16,12
1970-01-10 05:57:16,8
1970-01-10 06:12:16,8
1970-01-10 06:27:16,3
1970-01-10 06:42:16,1
1970-01-10 06:57:16,1
1970-01-10 07:12:16,5
1970-01-10 07:27:16,5
1970-01-10 07:42:16,1
1970-01-10 07:57:16,4
1970-01-10 08:12:16,1
1970-01-10 08:27:16,1
1970-01-10 08:42:16,0
1970-01-10 08:57:16,1
1970-01-10 09:12:16,0
1970-01-10 09:27:16,3
1970-01-10 09:42:16,1
1970-01-10 09:57:16,2
1970-01-10 10:12:16,1
1970-01-10 10:27:16,2
1970-01-10 10:42:16,1
1970-01-10 10:57:16,2
1970-01-10 11:12:16,3
1970-01-10 11:27:16,8
1970-01-10 11:42:16,5
1970-01-10 11:57:16,6
1970-01-10 12:12:16,19
1970-01-10 12:27:16,12
1970-01-10 12:42:16,10
1970-01-10 12:57:16,7
1970-01-10 13:12:16,7
1970-01-10 13:27:16,5
1970-01-10 13:42:16,15
1970-01-10 13:57:16,15
1970-01-10 14:12:16,19
1970-01-10 14:27:16,15
1970-01-10 14:42:16,20
1970-01-10 14:57:16,10
1970-01-10 15:12:16,17
1970-01-10 15:27:16,25
1970-01-10 15:42:16,17
1970-01-10 15:57:16,28
1970-01-10 16:12:16,24
1970-01-10 16:27:16,14
1970-01-10 16:42:16,18
1970-01-10 16:57:16,11
1970-01-10 17:12:16,11
1970-01-10 17:27:16,10
1970-01-10 17:42:16,18
1970-01-10 17:57:16,10
1970-01-10 18:12:16,25
1970-01-10 18:27:16,9
1970-01-10 18:42:16,5
1970-01-10 18:57:16,8
1970-01-10 19:12:16,8
1970-01-10 19:27:16,13
1970-01-10 19:42:16,13
1970-01-10 19:57:16,3
1970-01-10 20:12:16,5
1970-01-10 20:27:16,3
1970-01-10 20:42:16,11
1970-01-10 20:57:16,2
1970-01-10 21:12:16,6
1970-01-10 21:27:16,5
1970-01-10 21:42:16,6
1970-01-10 21:57:16,8
1970-01-10 22:12:16,15
1970-01-10 22:27:16,12
1970-01-10 22:42:16,11
1970-01-10 22:57:16,9
1970-01-10 23:12:16,7
1970-01-10 23:27:16,5
1970-01-10 23:42:16,18
1970-01-10 23:57:16,11
1970-01-11 00:12:16,8
1970-01-11 00:27:16,13
1970-01-11 00:42:16,18
1970-01-11 00:57:16,26
1970-01-11 01:12:16,18
1970-01-11 01:27:16,24
1970-01-11 01:42:16,27
1970-01-11 01:57:16,23
1970-01-11 02:12:16,12
1970-01-11 02:27:16,0
1970-01-11 02:42:16,0
1970-01-11 02:57:16,4
1970-01-11 03:12:16,21
1970-01-11 03:27:16,18
1970-01-11 03:42:16,21
1970-01-11 03:57:16,17
1970-01-11 04:12:16,20
1970-01-11 04:27:16,22
1970-01-11 04:42:16,44
1970-01-11 04:57:16,27
1970-01-11 05:12:16,14
1970-01-11 05:27:16,13
1970-01-11 05:42:16,9
1970-01-11 05:57:16,11
1970-01-11 06:12:16,13
1970-01-11 06:27:16,8
1970-01-11 06:42:16,2
1970-01-11 06:57:16,5
1970-01-11 07:12:16,3
1970-01-11 07:27:16,2
1970-01-11 07:42:16,1
1970-01-11 07:57:16,0
1970-01-11 08:12:16,5
1970-01-11 08:27:16,2
1970-01-11 08:42:16,1
1970-01-11 08:57:16,0
1970-01-11 09:12:16,1
1970-01-11 09:27:16,0
1970-01-11 09:42:16,0
1970-01-11 09:57:16,1
1970-01-11 10:12:16,3
1970-01-11 10:27:16,3
1970-01-11 10:42:16,0
1970-01-11 10:57:16,3
1970-01-11 11:12:16,3
1970-01-11 11:27:16,3
1970-01-11 11:42:16,4
1970-01-11 11:57:16,4
1970-01-11 12:12:16,4
1970-01-11 12:27:16,7
1970-01-11 12:42:16,8
1970-01-11 12:57:16,8
